Checking Euc10 1000000 random points, query radius = 1.0
diagonal_distance	lidim	count	piv idim	count
0.01	257.10184708794577	186	36.931975421953894	200
0.02	251.30549441985872	217	36.560386234479736	200
0.03	246.76898467705252	263	36.19127791375308	200
0.04	240.29494988308574	303	35.824652598521006	200
0.05	232.90864369049538	360	35.46051248544042	200
0.06	225.90620427837518	430	35.09885983081501	200
0.07	219.05787550460732	509	34.739696952385486	200
0.08	213.19640328907514	611	34.38302623117261	200
0.09	209.0102155446612	724	34.02885011337691	200
0.1	203.77586168962344	841	33.67717111233396	200
0.11	198.3213230721381	997	33.327991810527955	200
0.12	194.04436476419795	1174	32.981314861664245	200
0.13	189.10488566991935	1359	32.63714299280214	200
0.14	184.59199176857948	1578	32.29547900655	200
0.15	179.6141577420005	1832	31.95632578332212	200
0.16	175.15123989085026	2161	31.61968628366034	200
0.17	171.59392357236305	2520	31.285563550620314	200
0.18	168.0394140307305	2911	30.953960712223996	200
0.19	164.23793120544866	3355	30.624880983979182	200
0.2	160.61098533513461	3878	30.298327671466815	200
0.21	156.95317410949644	4446	29.974304172996938	200
0.22	153.5205538694695	5104	29.65281398233406	200
0.23	150.03909278209608	5848	29.333860691492465	200
0.24	146.4434784821913	6652	29.017447993601422	200
0.25	142.8036705580592	7617	28.70357968584118	200
0.26	139.5286448025959	8639	28.392259672449104	200
0.27	136.07826095527582	9782	28.083491967796608	200
0.28	132.7053063549866	11039	27.77728069953531	200
0.29	129.31701903870862	12453	27.473630111812998	200
0.3	125.95765996957779	13995	27.17254456855734	200
0.31	122.66758384834662	15778	26.87402855682728	200
0.32	119.49108473953127	17680	26.578086690229178	200
0.33	116.39475758075969	19859	26.284723712396502	200
0.34	113.4922252776493	22168	25.993944500530375	200
0.35	110.57179985025648	24788	25.705754068998655	200
0.36	107.82491413354177	27694	25.420157572988582	200
0.37	105.1716210684149	30816	25.137160312210852	200
0.38	102.64918076471206	34130	24.85676773464921	200
0.39	100.08235808338374	37803	24.57898544035049	200
0.4	97.55038988340455	41778	24.30381918524947	200
0.41	95.07323988762315	46084	24.03127488502111	200
0.42	92.6482270720546	50904	23.76135861895234	200
0.43	90.30816660275798	55896	23.494076633825347	200
0.44	87.99891339218271	61349	23.22943534780099	200
0.45	85.73875860691938	67213	22.967441354293328	200
0.46	83.53598267203922	73421	22.70810142582066	200
0.47	81.35122493210744	80025	22.45142251782125	200
0.48	79.20809690966927	86963	22.19741177241705	200
0.49	77.06967834182187	94616	21.94607652210947	200
0.5	75.00906384569397	102461	21.697424293387794	200
0.51	72.96504779820677	110966	21.451462810229692	200
0.52	70.97343957925521	120036	21.208199997471457	200
0.53	69.04531086993192	129576	20.967643984021926	200
0.54	67.17807495420004	139348	20.729803105893208	200
0.55	65.3314393774081	149704	20.49468590901732	200
0.56	63.52508463867712	160411	20.262301151815873	200
0.57	61.73992834552955	171748	20.03265780748583	200
0.58	59.994031880692894	183691	19.8057650659618	200
0.59	58.305831370713584	195943	19.581632335511	200
0.6	56.65724369704176	208673	19.360269243913415	200
0.61	55.04649533054253	221845	19.141685639175474	200
0.62	53.46873101906322	235573	18.925891589720372	200
0.63	51.93554241496242	249691	18.71289738399449	200
0.64	50.44309279299997	264212	18.502713529422483	200
0.65	48.99399549272054	278934	18.295350750640413	200
0.66	47.57289554497341	294223	18.09081998692754	200
0.67	46.191579034417195	309901	17.88913238875446	200
0.68	44.84510423734219	326021	17.690299313355965	200
0.69	43.54113153220821	342409	17.494332319232704	200
0.7	42.2692993061993	359290	17.301243159476584	200
0.71	41.04836668296858	376193	17.111043773809765	200
0.72	39.85877099929197	393388	16.923746279218534	200
0.73	38.708608349732096	410701	16.739362959056084	200
0.74	37.5919625576408	428141	16.557906250481228	200
0.75	36.49552668126763	446123	16.379388730092693	200
0.76	35.45661066832735	463501	16.203823097610837	200
0.77	34.436340220755945	481235	16.03122215745296	200
0.78	33.45106037807365	498802	15.861598798040085	200
0.79	32.49307602778744	516401	15.694965968668527	200
0.8	31.559062240681175	534158	15.531336653773801	200
0.81	30.65914746123172	551701	15.370723844408491	200
0.82	29.778992695854054	569460	15.213140506752874	200
0.83	28.935883008477386	586863	15.058599547473566	200
0.84	28.11800208085563	604149	14.907113775742102	200
0.85	27.332511549978552	621015	14.758695861724409	200
0.86	26.571409171730696	637718	14.613358291350602	200
0.87	25.835515075827136	654143	14.471113317173703	200
0.88	25.123147104522364	670367	14.331972905124536	200
0.89	24.438277931980497	686143	14.195948676968968	200
0.9	23.77618749135989	701630	14.063051848271929	200
0.91	23.137985392045806	716736	13.933293161666633	200
0.92	22.522427241324934	731473	13.806682815222153	200
0.93	21.93088355088204	745718	13.683230385691337	200
0.94	21.362558280697613	759491	13.562944746405234	200
0.95	20.815265046757272	772809	13.445833979558875	200
0.96	20.284035554911217	785875	13.331905282605637	200
0.97	19.774142045639405	798463	13.221164868438956	200
0.98	19.285158947266865	810552	13.113617858994767	200
0.99	18.818892072180603	822020	13.009268171851991	200
1	18.37075327778169	833030	12.908118399340918	200
1.01	17.93969731556161	843608	12.810169679593201	200
1.02	17.521418727211856	853914	12.715421558880301	200
1.03	17.123550163906042	863638	12.623871844494035	200
1.04	16.745405739490273	872783	12.535516447323964	200
1.05	16.382425707700524	881509	12.450349213186707	200
1.06	16.03500642124429	889799	12.368361741866254	200
1.07	15.700430498985044	897750	12.289543192739993	200
1.08	15.383907427098766	905161	12.213880075796316	200
1.09	15.078590392563548	912282	12.14135602680997	200
1.1	14.786028293380173	919062	12.071951565437475	200
1.11	14.509519924845632	925373	12.005643835037061	200
1.12	14.25070767070874	931149	11.942406323121451	200
1.13	14.004098450915098	936578	11.882208561523411	200
1.14	13.76921486868937	941678	11.825015805609379	200
1.15	13.544635639987344	946509	11.770788692224444	200
1.16	13.33248728158295	950990	11.719482876502811	200
1.17	13.132232067455893	955150	11.671048648241275	200
1.18	12.943526719018058	959003	11.625430529215654	200
1.19	12.763676766087956	962637	11.582566853627423	200
1.2	12.594625721712836	965995	11.542389334803413	200
1.21	12.435161527535504	969119	11.504822622338443	200
1.22	12.291347753173316	971837	11.469783855068119	200
1.23	12.154983441430597	974390	11.437182216587049	200
1.24	12.027733600186018	976730	11.406918501482322	200
1.25	11.907426927203304	978926	11.378884702030218	200
1.26	11.79758523306042	980887	11.35296362679438	200
1.27	11.698314867368905	982616	11.329028564354443	200
1.28	11.603972516913707	984259	11.306943007259488	200
1.29	11.516534067291076	985769	11.286560453206176	200
1.3	11.434839367200453	987177	11.267724302324156	200
1.31	11.361615236376602	988423	11.250267871235042	200
1.32	11.294524224365798	989562	11.234014546110691	200
1.33	11.236852752378761	990525	11.218778098141973	200
1.34	11.182541554232197	991445	11.204363185441624	200
1.35	11.134741976876542	992256	11.190566065210762	200
1.36	11.090355844992153	993022	11.177175538738098	200
1.37	11.05083704769189	993715	11.16397414920267	200
1.38	11.019592001265925	994270	11.150739648066322	200
1.39	10.99031882010221	994806	11.137246739872422	200
1.4	10.965582626490635	995275	11.123269107415258	200
1.41	10.944140495616614	995699	11.108581709543483	200
1.42	10.927023510465895	996060	11.092963332518265	200
1.43	10.911932005583491	996396	11.076199363261448	200
1.44	10.89946642537198	996695	11.058084739592434	200
1.45	10.887926515868045	996984	11.038427019427996	200
1.46	10.878294286060601	997245	11.017049498795853	200
1.47	10.872404991211502	997448	10.993794298330517	200
1.48	10.869358198446394	997606	10.96852533059316	200
1.49	10.866833229015771	997753	10.941131056873648	200
1.5	10.864617457708547	997890	10.911526942675847	200
1.51	10.863479850440351	998004	10.879657526160743	200
1.52	10.861236073419814	998126	10.845498023407812	200
1.53	10.861386307192404	998204	10.809055408095565	200
1.54	10.862823230740956	998253	10.770368920431379	200
1.55	10.863645781177127	998299	10.729509979936129	200
1.56	10.864615433202577	998330	10.686581497890172	200
1.57	10.866230662986334	998339	10.641716606651057	200
1.58	10.866571028032292	998352	10.595076843445632	200
1.59	10.865538846690708	998370	10.546849844508035	200
1.6	10.866447702745253	998347	10.497246620647998	200
1.61	10.867324344957998	998311	10.44649849681636	200
1.62	10.867425194374436	998273	10.394853805584079	200
1.63	10.869487664186098	998195	10.34257442756731	200
1.64	10.870063084282197	998127	10.289932270887773	200
1.65	10.872203725795238	998026	10.237205777160568	200
1.66	10.874160827551863	997919	10.184676533844016	200
1.67	10.876591155099579	997798	10.132626062768333	200
1.68	10.879496142749556	997664	10.081332843035991	200
1.69	10.885265511034154	997482	10.031069613994436	200
1.7	10.892790728936431	997271	9.98210099129834	200
1.71	10.902407914416862	997027	9.934681416778037	200
1.72	10.912637284543797	996775	9.889053451377283	200
1.73	10.925275110101511	996488	9.845446410144618	200
1.74	10.939627594429046	996179	9.80407532938256	200
1.75	10.95873925712879	995798	9.765140248682057	200
1.76	10.98150601430272	995365	9.728825784733246	200
1.77	11.009742466128966	994848	9.695300969461004	200
1.78	11.03595864304183	994382	9.664719322107294	200
1.79	11.069166664174286	993804	9.637219123250247	200
1.8	11.10463778325765	993202	9.612923858274824	200
1.81	11.147245120239111	992483	9.591942798339927	200
1.82	11.195838881017298	991667	9.574371688261937	200
1.83	11.251297233149705	990735	9.560293512790512	200
1.84	11.30889163519508	989785	9.549779315327953	200
1.85	11.37336396398476	988715	9.542889046077079	200
1.86	11.443955887921291	987539	9.539672419743733	200
1.87	11.520446366106228	986260	9.540169766129791	200
1.88	11.607568758528904	984767	9.544412860106616	200
1.89	11.702094772152117	983131	9.552425720453936	200
1.9	11.802358412665535	981389	9.564225369805175	200
1.91	11.90736665445384	979564	9.579822550395399	200
1.92	12.025508735833204	977437	9.59922239243126	200
1.93	12.154539002085947	975060	9.622425033676011	200
1.94	12.290192502191262	972545	9.649426190272102	200
1.95	12.436256765095369	969780	9.680217679928914	200
1.96	12.59128168097766	966802	9.714787899413809	200
1.97	12.755963172002152	963588	9.753122258836646	200
1.98	12.92973734872858	960150	9.795203575554893	200
1.99	13.117191094661399	956346	9.841012430687812	200
2	13.312208008748476	952360	9.890527491253145	200
2.01	13.519158403652902	948048	9.943725800865927	200
2.02	13.741002785034727	943309	10.000583041794764	200
2.03	13.975241919323908	938225	10.061073770984475	200
2.04	14.2189184243084	932896	10.125171632443868	200
2.05	14.475469092765934	927196	10.192849548181204	200
2.06	14.747037252622308	921052	10.264079889656573	200
2.07	15.033909883627254	914458	10.338834631521284	200
2.08	15.334174276236798	907493	10.417085489229322	200
2.09	15.648467550739106	900132	10.498804041942579	200
2.1	15.976054958609545	892391	10.583961842005573	200
2.11	16.317097479681706	884281	10.672530512139927	200
2.12	16.681618998621232	875427	10.764481831400206	200
